2026-04-15 23:28:03,766 [INFO] Loaded state: phase 1
2026-04-15 23:28:04,205 [INFO] Running auto-loop mode
2026-04-15 23:28:04,206 [INFO] Auto-loop: target=0.85, max_iterations=1
2026-04-15 23:28:04,206 [INFO] 
############################################################
2026-04-15 23:28:04,206 [INFO]   AUTO-LOOP ITERATION 1/1
2026-04-15 23:31:20,477 [INFO]   Resolving seed: Documenting Large Webtext Corpora: A Case Study on the Colos...
2026-04-15 23:31:20,573 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:23,889 [INFO]     → Found: 1adadbfa95e43a70fcd1
2026-04-15 23:31:23,889 [INFO]   Resolving seed: The Rise of AI-Generated Content in Wikipedia...
2026-04-15 23:31:24,119 [INFO]     → Found: 180f0f730f655a0e9798
2026-04-15 23:31:24,120 [INFO]   Resolving seed: Self-Instruct: Aligning Language Models with Self-Generated ...
2026-04-15 23:31:25,172 [INFO]     → Found: e65b346d442e9962a427
2026-04-15 23:31:25,172 [INFO]   Resolving seed: WizardLM: Empowering large pre-trained language models to fo...
2026-04-15 23:31:26,194 [INFO]     → Found: 08a80cb34d785258c770
2026-04-15 23:31:26,194 [INFO]   Resolving seed: From Quantity to Quality: Boosting LLM Performance with Self...
2026-04-15 23:31:26,416 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:29,804 [INFO]     → Found: e3052ebca5eeae6a8a73
2026-04-15 23:31:29,806 [INFO]   Resolving seed: OpenAssistant Conversations -- Democratizing Large Language ...
2026-04-15 23:31:30,084 [INFO]     → Found: ae736662f64d56f3ab18
2026-04-15 23:31:30,084 [INFO]   Resolving seed: The Curious Decline of Linguistic Diversity: Training Langua...
2026-04-15 23:31:30,845 [INFO]     → Found: 7d5ea474aa1cf732bb1d
2026-04-15 23:31:30,845 [INFO]   Resolving seed: Chain-of-Thought Prompting Elicits Reasoning in Large Langua...
2026-04-15 23:31:31,526 [INFO]     → Found: 1b6e810ce0afd0dd093f
2026-04-15 23:31:31,526 [INFO]   Resolving seed: Self-Consistency Improves Chain of Thought Reasoning in Lang...
2026-04-15 23:31:31,752 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:35,533 [INFO]     → Found: 5f19ae1135a950094097
2026-04-15 23:31:35,533 [INFO]   Resolving seed: Scaling Laws for Neural Language Models...
2026-04-15 23:31:36,771 [INFO]     → Found: e6c561d02500b2596a23
2026-04-15 23:31:36,771 [INFO]   Expanding: AI models collapse when trained on recursively generated dat...
2026-04-15 23:31:37,084 [INFO]     → 11 references
2026-04-15 23:31:37,683 [INFO]     → 100 citations
2026-04-15 23:31:37,683 [INFO]   Expanding: Self-Improving Diffusion Models with Synthetic Data...
2026-04-15 23:31:38,088 [INFO]     → 46 references
2026-04-15 23:31:38,308 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:41,534 [INFO]     → 32 citations
2026-04-15 23:31:41,534 [INFO]   Expanding: Beyond Model Collapse: Scaling Up with Synthesized Data Requ...
2026-04-15 23:31:42,036 [INFO]     → 67 references
2026-04-15 23:31:42,414 [INFO]     → 30 citations
2026-04-15 23:31:42,414 [INFO]   Expanding: Universality of the π2/6 Pathway in Avoiding Model Collapse...
2026-04-15 23:31:42,565 [INFO]     → 28 references
2026-04-15 23:31:42,786 [INFO]     → 20 citations
2026-04-15 23:31:42,786 [INFO]   Expanding: Neuro-symbolic Commonsense Social Reasoning...
2026-04-15 23:31:43,175 [INFO]     → 31 references
2026-04-15 23:31:43,385 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:46,676 [INFO]     → 5 citations
2026-04-15 23:31:46,677 [INFO]   Expanding: The Curse of Recursion: Training on Generated Data Makes Mod...
2026-04-15 23:31:47,090 [INFO]     → 30 references
2026-04-15 23:31:47,296 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:50,864 [INFO]     → 100 citations
2026-04-15 23:31:50,864 [INFO]   Expanding: A Watermark for Large Language Models...
2026-04-15 23:31:51,308 [INFO]     → 64 references
2026-04-15 23:31:51,966 [INFO]     → 100 citations
2026-04-15 23:31:51,966 [INFO]   Expanding: Reality mining: sensing complex social systems...
2026-04-15 23:31:52,221 [ERROR]     → References failed: 'NoneType' object is not iterable
2026-04-15 23:31:52,728 [INFO]     → 100 citations
2026-04-15 23:31:52,728 [INFO]   Expanding: StudentLife: assessing mental health, academic performance a...
2026-04-15 23:31:52,967 [ERROR]     → References failed: 'NoneType' object is not iterable
2026-04-15 23:31:53,247 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:31:56,581 [INFO]     → 100 citations
2026-04-15 23:31:56,581 [INFO]   Expanding: LIMA: Less Is More for Alignment...
2026-04-15 23:31:56,967 [INFO]     → 25 references
2026-04-15 23:31:57,551 [INFO]     → 100 citations
2026-04-15 23:31:57,552 [INFO]   Expanding: The FineWeb Datasets: Decanting the Web for the Finest Text ...
2026-04-15 23:31:58,050 [INFO]     → 67 references
2026-04-15 23:31:58,284 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:32:01,911 [INFO]     → 100 citations
2026-04-15 23:32:01,911 [INFO]   Expanding: The RefinedWeb Dataset for Falcon LLM: Outperforming Curated...
2026-04-15 23:32:02,449 [INFO]     → 95 references
2026-04-15 23:32:03,074 [INFO]     → 100 citations
2026-04-15 23:32:03,074 [INFO]   Expanding: Documenting Large Webtext Corpora: A Case Study on the Colos...
2026-04-15 23:32:03,586 [INFO]     → 87 references
2026-04-15 23:32:04,260 [INFO]     → 100 citations
2026-04-15 23:32:04,261 [INFO]   Expanding: The Rise of AI-Generated Content in Wikipedia...
2026-04-15 23:32:04,662 [INFO]     → 36 references
2026-04-15 23:32:05,104 [INFO]     → 28 citations
2026-04-15 23:32:05,104 [INFO]   Expanding: Self-Instruct: Aligning Language Models with Self-Generated ...
2026-04-15 23:32:05,607 [INFO]     → 66 references
2026-04-15 23:32:06,187 [INFO]     → 100 citations
2026-04-15 23:32:06,188 [INFO]   Expanding: WizardLM: Empowering Large Pre-Trained Language Models to Fo...
2026-04-15 23:32:06,380 [INFO]     → 53 references
2026-04-15 23:32:06,607 [WARNING] S2 429, backing off 3s (attempt 1)
2026-04-15 23:32:10,249 [INFO]     → 100 citations
2026-04-15 23:32:10,249 [INFO]   Expanding: From Quantity to Quality: Boosting LLM Performance with Self...
2026-04-15 23:32:10,794 [INFO]     → 61 references
2026-04-15 23:32:11,116 [INFO]     → 100 citations
2026-04-15 23:32:11,116 [INFO]   Expanding: OpenAssistant Conversations - Democratizing Large Language M...
2026-04-15 23:32:11,621 [INFO]     → 54 references
